ProductID,ProductName,ProductCategory,ProductPrice,CustomerEmail,AmountSpent,LoyaltyScore,PurchaseDate,PaymentMethod,ShippingCountry
P0107,Laptop,Electronics,125.27,user107@example.com,156.5855770363159,40.0,2023-08-09,Paypal,UK
P0108,Book,Office,84.19,user108@example.com,105.23733438495516,64.0,2023-02-20,Credit Card,France
P0109,Book,Office,86.18,user109@example.com,107.72651172168293,22.0,2023-12-26,Credit Card,USA
P0110,Desk,Office,78.21,user110@example.com,97.76662252701499,60.0,2023-02-28,Debit Card,Canada
P0111,Desk,Office,33.95,user111@example.com,42.43686354102876,64.0,2023-12-02,Cash,France
P0113,Book,Office,81.45,user113@example.com,101.8069062982308,49.0,2023-10-10,Credit Card,Germany
P0114,Laptop,Electronics,139.12,user114@example.com,173.89726337455858,49.0,2023-04-21,Cash,UK
P0115,Desk,Office,75.38,user115@example.com,94.22917105656633,14.0,2023-08-09,Cash,Germany
P0116,Desk,Office,87.24,user116@example.com,109.04642027000837,60.0,2023-08-20,Paypal,UK
P0117,Shirt,Clothing,79.17,user117@example.com,98.9586469088427,30.0,2023-04-27,Paypal,France
P0118,Phone,Electronics,51.95,user118@example.com,64.93965887141404,35.0,2023-07-31,Paypal,Canada
P0119,Phone,Electronics,107.43,user119@example.com,134.28468443545063,85.0,2023-06-23,Cash,France
P0120,Laptop,Electronics,98.05,user120@example.com,122.55799098060322,37.0,2023-08-21,Paypal,Canada
P0121,Phone,Electronics,98.98,user121@example.com,123.73095841129141,5.0,2025-01-01,Credit Card,Canada
P0122,Book,Office,58.17,user122@example.com,72.71837635615783,83.0,2023-08-01,Debit Card,USA
P0123,Phone,Electronics,113.67,user123@example.com,142.08382932808297,78.0,2023-02-18,Paypal,Canada
P0124,Book,Office,46.36,user124@example.com,57.944468116231576,26.0,2023-06-10,Cash,USA
P0125,Laptop,Electronics,94.08,user125@example.com,117.60571281400811,62.0,2023-08-07,Credit Card,Germany
P0126,Shirt,Clothing,132.57,user126@example.com,165.71366877429935,4.0,2023-06-10,Debit Card,France
P0127,Laptop,Electronics,56.23,user127@example.com,70.28391024607934,89.0,2023-12-07,Paypal,Unknown
P0128,Desk,Office,66.41,user128@example.com,83.01106811191684,42.0,2025-01-01,Cash,Canada
P0129,Desk,Office,82.39,user129@example.com,102.98954095262924,89.0,2023-07-11,Paypal,UK
P0130,Desk,Office,67.92,user130@example.com,84.89573037651402,18.0,2023-03-20,Paypal,France
P0132,Laptop,Electronics,81.65,invalid-email,102.05688924418082,72.0,2023-08-31,Cash,Germany
P0133,Desk,Office,54.5,user133@example.com,68.13088858821685,39.0,2023-02-04,Paypal,Canada
P0134,Desk,Office,91.37,user134@example.com,114.20777291905544,14.0,2025-01-01,Credit Card,USA
P0135,Laptop,Electronics,57.93,user135@example.com,72.4172729729859,32.0,2023-02-13,Debit Card,Canada
P0136,Book,Office,117.2,user136@example.com,146.4980321505262,51.0,2023-02-17,Paypal,Canada
P0137,Laptop,Electronics,61.2,user137@example.com,76.50240122991289,38.0,2025-01-01,Cash,Canada
P0138,Phone,Electronics,72.27,user138@example.com,90.33815451382974,97.0,2023-02-19,Paypal,USA
P0139,Phone,Electronics,99.52,user139@example.com,124.40551652109009,23.0,2023-07-10,Credit Card,Germany
P0140,Laptop,Electronics,118.23416842105257,user140@example.com,63.07407050698134,63.0,2023-03-08,Paypal,Canada
P0141,Book,Office,85.46,user141@example.com,106.82379803812388,15.0,2023-10-12,Paypal,Spain
P0142,Book,Office,111.37,user142@example.com,139.21428262847283,97.0,2023-01-31,Cash,Germany
P0143,Shirt,Clothing,41.42,user143@example.com,51.77550296316318,25.0,2023-10-28,Credit Card,France
P0144,Desk,Office,84.43,user144@example.com,105.53901575596913,17.0,2023-10-15,Paypal,USA
P0145,Book,Office,86.24,user145@example.com,107.7964838274527,97.0,2023-10-15,Credit Card,Spain
P0146,Shirt,Clothing,118.23416842105257,user146@example.com,123.4546861533193,66.0,2023-06-18,Paypal,UK
P0147,Book,Office,50.31,user147@example.com,62.891478673657545,78.0,2023-12-10,Paypal,Spain
P0148,Phone,Electronics,48.31,user148@example.com,60.38630160747171,53.0,2023-03-04,Paypal,Germany
P0149,Shirt,Clothing,92.53,user149@example.com,115.65824696850693,51.0,2023-07-30,Debit Card,UK
P0150,Shirt,Clothing,87.13,user150@example.com,108.90954019699558,39.0,2023-07-01,Credit Card,UK
P0151,Desk,Office,86.01,user151@example.com,107.5147855103763,51.0,2023-12-07,Paypal,Canada
P0152,Phone,Electronics,88.31,invalid-email,110.39344628490927,49.0,2023-08-05,Paypal,USA
P0153,Book,Office,63.68,user153@example.com,79.59925835264528,6.0,2023-01-27,Debit Card,Spain
P0154,Book,Office,85.57,user154@example.com,106.9676109148301,67.0,2023-05-28,Cash,UK
P0155,Laptop,Electronics,87.03,user155@example.com,108.79217419896044,7.0,2025-01-01,Debit Card,France
P0156,Shirt,Clothing,62.86,user156@example.com,78.56945745920896,51.0,2023-06-09,Paypal,UK
P0157,Shirt,Clothing,124.78,user157@example.com,155.9732353343427,72.0,2023-06-30,Debit Card,USA
P0158,Book,Office,91.37,user158@example.com,165.3978771251395,49.0,2023-02-23,Cash,Germany
P0159,Shirt,Clothing,51.41,user159@example.com,64.26089508392054,64.0,2023-10-23,Credit Card,USA
P0160,Shirt,Clothing,95.76,user160@example.com,119.6966082590149,49.0,2023-09-17,Debit Card,USA
P0161,Laptop,Electronics,56.61,user161@example.com,70.75954989318036,29.0,2023-04-19,Paypal,Germany
P0162,Phone,Electronics,98.89,user162@example.com,123.61253811227355,33.0,2023-03-21,Debit Card,Canada
P0163,Shirt,Clothing,107.81,user163@example.com,134.75786737022213,94.0,2023-12-03,Debit Card,Spain
P0164,Desk,Office,60.3,user164@example.com,75.37953044944868,27.0,2023-09-04,Credit Card,USA
P0165,Desk,Office,103.12,user165@example.com,128.90128387732966,36.0,2023-04-25,Credit Card,France
P0166,Laptop,Electronics,89.91,user166@example.com,112.38342780809495,29.0,2025-01-01,Cash,Germany
P0167,Shirt,Clothing,99.73,user167@example.com,124.6618047998347,38.0,2023-06-29,Debit Card,France
P0168,Phone,Electronics,125.52,user168@example.com,165.3978771251395,57.0,2025-01-01,Paypal,Canada
P0169,Shirt,Clothing,74.11,user169@example.com,92.63835651991388,97.0,2025-01-01,Credit Card,Germany
P0170,Laptop,Electronics,118.23416842105257,user170@example.com,77.38791506927531,27.0,2023-02-28,Credit Card,UK
P0171,Desk,Office,58.65,user171@example.com,73.3145671112343,55.0,2023-05-23,Debit Card,UK
P0172,Book,Office,118.23416842105257,user172@example.com,75.52569145103685,33.0,2023-10-21,Paypal,Spain
P0173,Book,Office,78.15,invalid-email,97.68694871757688,68.0,2023-04-26,Cash,Spain
P0174,Phone,Electronics,88.19,user174@example.com,110.23455924449931,86.0,2023-08-08,Credit Card,Canada
P0175,Desk,Office,86.64,user175@example.com,108.30072397990057,66.0,2023-10-15,Credit Card,Germany
P0176,Laptop,Electronics,99.85,user176@example.com,124.81549747108072,10.0,2023-11-15,Paypal,Germany
P0178,Book,Office,114.88,user178@example.com,143.6060223147195,74.0,2023-12-12,Paypal,Spain
P0179,Book,Office,73.65,user179@example.com,92.06029500286132,97.0,2023-11-26,Credit Card,Canada
P0180,Book,Office,145.28,user180@example.com,181.60507499768858,38.0,2023-10-13,Credit Card,Canada
P0181,Phone,Electronics,95.02,user181@example.com,118.77002043295019,13.0,2023-01-14,Paypal,Germany
P0182,Phone,Electronics,59.43,user182@example.com,74.28527330751152,31.0,2023-11-08,Paypal,USA
P0183,Desk,Office,54.3,user183@example.com,67.87322505816662,47.0,2023-12-03,Paypal,Canada
P0184,Laptop,Electronics,91.58,user184@example.com,114.47417245729555,88.0,2023-12-22,Cash,USA
P0185,Book,Office,74.64,user185@example.com,93.29611644022448,52.0,2025-01-01,Credit Card,USA
P0186,Shirt,Clothing,97.14,user186@example.com,121.42001482276275,56.0,2023-01-15,Credit Card,Unknown
P0187,Desk,Office,91.36,user187@example.com,114.19712873720634,15.0,2023-04-03,Debit Card,Germany
P0188,Shirt,Clothing,78.25,user188@example.com,97.81513262029382,29.0,2023-05-20,Cash,Canada
P0189,Laptop,Electronics,59.68,user189@example.com,74.59618845794785,49.0,2023-12-26,Credit Card,Canada
P0190,Book,Office,43.64,user190@example.com,54.554583259424064,5.0,2023-06-08,Cash,France
P0191,Book,Office,69.28,user191@example.com,86.60455143798937,29.0,2023-06-23,Debit Card,France
P0192,Shirt,Clothing,100.55,user192@example.com,125.69196382970416,49.0,2023-06-29,Credit Card,UK
P0193,Shirt,Clothing,85.14,user193@example.com,106.42281232390611,68.0,2023-01-04,Debit Card,France
P0194,Desk,Office,50.1,user194@example.com,62.62783663864036,76.0,2023-04-03,Debit Card,Spain
P0195,Book,Office,84.16,user195@example.com,105.19542777553546,45.0,2023-03-15,Cash,France
P0196,Desk,Office,89.25,user196@example.com,111.5595213918651,2.0,2023-10-17,Credit Card,Germany
P0197,Book,Office,58.79,user197@example.com,73.48427691396601,27.0,2025-01-01,Credit Card,Germany
P0198,Laptop,Electronics,83.69,user198@example.com,104.61175317836583,95.0,2023-07-25,Credit Card,Spain
P0199,Desk,Office,81.4,user199@example.com,101.74626155338,36.0,2023-02-05,Credit Card,UK
P0200,Desk,Office,52.57,user200@example.com,65.71089106508131,36.0,2023-03-14,Debit Card,Germany
P0201,Desk,Office,88.59,user201@example.com,110.7336208104485,26.0,2023-11-21,Cash,Germany
P0202,Desk,Office,93.46,user202@example.com,116.82353579104704,43.0,2023-01-16,Cash,Spain
P0203,Desk,Office,105.99,user203@example.com,165.3978771251395,27.0,2023-02-16,Cash,France
P0204,Laptop,Electronics,105.29,user204@example.com,131.6140615610471,69.0,2023-09-29,Cash,USA
P0205,Book,Office,46.94,user205@example.com,58.669918961287266,20.0,2023-04-21,Debit Card,USA
P0206,Shirt,Clothing,57.49,user206@example.com,71.86524880254632,11.0,2025-01-01,Debit Card,Canada
P0207,Book,Office,92.36,user207@example.com,115.4510580162598,74.0,2023-08-03,Debit Card,France
P0208,Laptop,Electronics,92.33,invalid-email,115.41357852736627,49.0,2023-08-21,Paypal,Germany
P0209,Shirt,Clothing,92.36,user209@example.com,115.45143058918143,6.0,2023-06-24,Paypal,Canada
P0210,Desk,Office,172.47,user210@example.com,215.58194471964163,72.0,2023-03-22,Credit Card,USA
P0211,Shirt,Clothing,93.7,user211@example.com,117.12671532079501,23.0,2023-07-09,Debit Card,France
P0212,Phone,Electronics,107.25,user212@example.com,134.06696920541796,47.0,2023-06-09,Debit Card,France
P0213,Book,Office,102.9,user213@example.com,165.3978771251395,49.0,2023-06-16,Credit Card,Spain
P0214,Book,Office,95.63,user214@example.com,119.54173753917394,46.0,2023-10-18,Paypal,Germany
P0215,Desk,Office,72.43,user215@example.com,90.54192266078964,12.0,2023-11-02,Credit Card,UK
P0216,Desk,Office,98.22,user216@example.com,122.76907661479801,90.0,2023-02-13,Cash,USA
P0218,Phone,Electronics,74.32,user218@example.com,92.89544179779973,62.0,2023-03-21,Credit Card,UK
P0219,Laptop,Electronics,68.35,invalid-email,85.4390935651269,82.0,2023-03-22,Paypal,Canada
P0220,Shirt,Clothing,81.96,user220@example.com,102.45622418158968,89.0,2023-11-13,Paypal,Canada
P0221,Desk,Office,135.55,user221@example.com,169.43975700020525,97.0,2023-01-26,Debit Card,USA
P0222,Book,Office,35.19,user222@example.com,43.98204422224755,60.0,2023-12-12,Paypal,Spain
P0223,Book,Office,96.47,user223@example.com,120.5878057112354,43.0,2023-02-11,Cash,Spain
P0224,Phone,Electronics,41.29,user224@example.com,51.61852386431045,76.0,2023-05-20,Credit Card,Germany
P0225,Laptop,Electronics,68.67,user225@example.com,85.842044026317,68.0,2023-08-15,Cash,Spain
P0226,Book,Office,106.13,user226@example.com,132.66851790902098,5.0,2023-12-05,Credit Card,Spain
P0227,Book,Office,81.54,user227@example.com,165.3978771251395,37.0,2023-08-06,Paypal,France
P0228,Desk,Office,54.13,user228@example.com,67.66765666212082,72.0,2023-09-06,Debit Card,Canada
P0229,Laptop,Electronics,62.83,user229@example.com,165.3978771251395,92.0,2025-01-01,Paypal,Unknown
P0230,Desk,Office,96.31,user230@example.com,120.38793246804028,31.0,2023-08-15,Paypal,France
P0231,Laptop,Electronics,62.47,user231@example.com,78.0890010484859,9.0,2023-08-01,Paypal,UK
P0232,Laptop,Electronics,85.2,user232@example.com,106.49375768745925,51.0,2023-05-20,Debit Card,Germany
P0233,Book,Office,118.23416842105257,user233@example.com,165.3978771251395,49.0,2023-04-21,Credit Card,Spain
P0234,Phone,Electronics,64.36,user234@example.com,165.3978771251395,78.0,2023-09-20,Paypal,Canada
P0235,Shirt,Clothing,118.23416842105257,user235@example.com,164.31832267975977,40.0,2023-02-28,Credit Card,Germany
P0236,Laptop,Electronics,95.21,user236@example.com,119.01757066954033,41.0,2023-06-26,Paypal,Germany
P0237,Desk,Office,31.4,user237@example.com,165.3978771251395,86.0,2023-08-09,Debit Card,UK
P0238,Shirt,Clothing,84.47,user238@example.com,105.59362944308283,11.0,2023-02-26,Credit Card,USA
P0239,Book,Office,64.12,user239@example.com,80.14640605694836,49.0,2023-05-26,Cash,UK
P0240,Phone,Electronics,118.23416842105257,user240@example.com,125.57300004388672,1.0,2023-12-14,Debit Card,Canada
P0241,Book,Office,60.98,user241@example.com,76.22437784701899,46.0,2023-12-14,Debit Card,France
P0242,Book,Office,77.25,user242@example.com,96.55790675599303,49.0,2023-10-31,Cash,Spain
P0243,Book,Office,92.12,user243@example.com,115.14961836941372,90.0,2023-09-07,Credit Card,Canada
P0244,Desk,Office,100.78,user244@example.com,125.97265582510364,36.0,2023-09-27,Debit Card,France
P0245,Shirt,Clothing,51.19,user245@example.com,63.991107788326715,49.0,2025-01-01,Cash,Canada
P0246,Phone,Electronics,71.97,user246@example.com,89.96496292477156,87.0,2023-06-07,Cash,Spain
P0247,Shirt,Clothing,68.6,user247@example.com,85.75164066517131,57.0,2023-01-24,Debit Card,France
P0248,Shirt,Clothing,64.32,user248@example.com,80.40012302278865,1.0,2023-04-23,Paypal,Germany
P0249,Phone,Electronics,122.37,user249@example.com,152.9636272084329,63.0,2023-07-22,Credit Card,UK
P0250,Shirt,Clothing,89.72,user250@example.com,112.14945132882866,54.0,2023-11-03,Cash,Canada
P0251,Shirt,Clothing,49.74,user251@example.com,165.3978771251395,55.0,2023-01-29,Credit Card,Canada
P0252,Phone,Electronics,102.03,user252@example.com,127.53585841164329,40.0,2023-01-04,Cash,Spain
P0253,Laptop,Electronics,118.23416842105257,user253@example.com,163.664685910379,15.0,2023-04-15,Debit Card,UK
P0254,Book,Office,104.78,user254@example.com,130.9739578165344,21.0,2023-06-04,Paypal,Germany
P0255,Desk,Office,43.54,user255@example.com,54.4189010213796,47.0,2023-04-19,Credit Card,Spain
P0256,Desk,Office,68.38,user256@example.com,85.47297781401245,73.0,2023-03-12,Credit Card,Germany
P0257,Laptop,Electronics,110.41,user257@example.com,138.00733447559867,53.0,2023-05-11,Cash,Germany
P0258,Shirt,Clothing,63.02,user258@example.com,78.76991603143658,49.0,2023-05-29,Paypal,UK
P0259,Shirt,Clothing,118.23416842105257,user259@example.com,113.31458284438685,74.0,2023-06-17,Debit Card,Unknown
P0260,Desk,Office,98.59,user260@example.com,123.2390216028801,52.0,2023-03-03,Debit Card,UK
P0261,Desk,Office,57.75,user261@example.com,72.19208585265751,57.0,2023-01-04,Credit Card,France
P0262,Desk,Office,78.57,user262@example.com,165.3978771251395,26.0,2023-09-12,Debit Card,Germany
P0263,Shirt,Clothing,2.21,user263@example.com,165.3978771251395,41.0,2023-08-09,Debit Card,France
P0264,Laptop,Electronics,55.41,user264@example.com,69.2683707599713,35.0,2025-01-01,Debit Card,Canada
P0265,Desk,Office,73.94,user265@example.com,92.4229554582052,63.0,2023-03-08,Credit Card,Germany
P0266,Phone,Electronics,50.05,user266@example.com,62.56650454105451,25.0,2023-07-14,Debit Card,Spain
P0267,Phone,Electronics,119.18,user267@example.com,165.3978771251395,90.0,2023-09-30,Cash,UK
P0268,Desk,Office,45.68,user268@example.com,57.09575866118102,75.0,2023-12-27,Paypal,France
P0269,Phone,Electronics,118.23416842105257,user269@example.com,86.79866539909048,38.0,2023-04-28,Cash,USA
P0270,Laptop,Electronics,83.14,user270@example.com,103.92221731858274,2.0,2023-09-14,Credit Card,Unknown
P0271,Desk,Office,114.59,user271@example.com,143.23819867198347,7.0,2023-10-14,Cash,Unknown
P0272,Shirt,Clothing,45.54,user272@example.com,56.92413546461682,82.0,2023-12-09,Credit Card,Canada
P0273,Phone,Electronics,107.92,user273@example.com,134.8949125646488,91.0,2023-07-01,Cash,USA
P0274,Desk,Office,80.25,user274@example.com,100.3069918305876,34.0,2023-02-06,Cash,Germany
P0275,Laptop,Electronics,56.44,user275@example.com,165.3978771251395,91.0,2023-07-23,Paypal,Germany
P0276,Laptop,Electronics,91.09,user276@example.com,113.86310422789812,49.0,2023-01-22,Credit Card,USA
P0277,Laptop,Electronics,84.78,user277@example.com,105.9717908672041,43.0,2023-08-12,Debit Card,Spain
